"","id","idU","idf"
"2605",2605,573,304
"2606",2606,494,194
"2607",2607,987,153
"2608",2608,44,111
"2609",2609,840,127
"2610",2610,610,619
"2611",2611,411,833
"2612",2612,282,258
"2613",2613,624,490
"2614",2614,91,668
"2615",2615,188,881
"2616",2616,853,68
"2617",2617,581,648
"2618",2618,783,261
"2619",2619,748,990
"2620",2620,394,940
"2621",2621,614,513
"2622",2622,21,218
"2623",2623,34,867
"2624",2624,252,150
"2625",2625,741,541
"2626",2626,874,424
"2627",2627,776,710
"2628",2628,439,992
"2629",2629,627,181
"2630",2630,379,399
"2631",2631,308,419
"2632",2632,901,715
"2633",2633,762,998
"2634",2634,697,690
"2635",2635,804,361
"2636",2636,934,638
"2637",2637,549,591
"2638",2638,967,727
"2639",2639,248,747
"2640",2640,654,66
"2641",2641,805,167
"2642",2642,516,503
"2643",2643,389,134
"2644",2644,387,580
"2645",2645,595,38
"2646",2646,683,696
"2647",2647,979,641
"2648",2648,296,553
"2649",2649,201,652
"2650",2650,658,626
"2651",2651,291,968
"2652",2652,101,647
"2653",2653,380,1000
"2654",2654,825,259
"2655",2655,896,766
"2656",2656,584,608
"2657",2657,471,476
"2658",2658,676,738
"2659",2659,239,436
"2660",2660,224,340
"2661",2661,945,118
"2662",2662,959,772
"2663",2663,365,445
"2664",2664,794,790
"2665",2665,203,350
"2666",2666,140,308
"2667",2667,753,917
"2668",2668,789,768
"2669",2669,475,300
"2670",2670,747,459
"2671",2671,652,775
"2672",2672,42,283
"2673",2673,6,280
"2674",2674,382,200
"2675",2675,729,84
"2676",2676,905,959
"2677",2677,166,575
"2678",2678,771,536
"2679",2679,265,446
"2680",2680,673,379
"2681",2681,147,874
"2682",2682,258,285
"2683",2683,311,395
"2684",2684,964,365
"2685",2685,7,978
"2686",2686,881,734
"2687",2687,161,339
"2688",2688,487,819
"2689",2689,483,371
"2690",2690,717,297
"2691",2691,582,147
"2692",2692,339,1
"2693",2693,50,796
"2694",2694,210,183
"2695",2695,604,721
"2696",2696,306,590
"2697",2697,221,784
"2698",2698,587,324
"2699",2699,266,806
"2700",2700,520,444
"2701",2701,820,974
"2702",2702,145,530
"2703",2703,314,101
"2704",2704,109,70
"2705",2705,190,408
"2706",2706,946,81
"2707",2707,319,333
"2708",2708,288,8
"2709",2709,233,17
"2710",2710,686,899
"2711",2711,469,595
"2712",2712,164,743
"2713",2713,944,801
"2714",2714,715,404
"2715",2715,536,372
"2716",2716,517,520
"2717",2717,374,217
"2718",2718,194,477
"2719",2719,699,400
"2720",2720,597,702
"2721",2721,808,116
"2722",2722,10,207
"2723",2723,572,35
"2724",2724,962,606
"2725",2725,900,216
"2726",2726,14,241
"2727",2727,507,3
"2728",2728,217,192
"2729",2729,416,578
"2730",2730,226,498
"2731",2731,537,776
"2732",2732,398,522
"2733",2733,135,938
"2734",2734,454,799
"2735",2735,157,751
"2736",2736,818,22
"2737",2737,700,48
"2738",2738,942,753
"2739",2739,923,85
"2740",2740,243,617
"2741",2741,740,178
"2742",2742,530,876
"2743",2743,367,574
"2744",2744,386,621
"2745",2745,743,166
"2746",2746,960,909
"2747",2747,144,112
"2748",2748,484,103
"2749",2749,877,219
"2750",2750,518,949
"2751",2751,781,789
"2752",2752,641,298
"2753",2753,459,478
"2754",2754,811,979
"2755",2755,702,208
"2756",2756,993,565
"2757",2757,27,982
"2758",2758,133,456
"2759",2759,579,618
"2760",2760,276,409
"2761",2761,168,809
"2762",2762,666,588
"2763",2763,904,678
"2764",2764,714,257
"2765",2765,277,29
"2766",2766,360,373
"2767",2767,15,355
"2768",2768,574,230
"2769",2769,81,197
"2770",2770,677,64
"2771",2771,60,571
"2772",2772,326,570
"2773",2773,448,755
"2774",2774,746,871
"2775",2775,919,286
"2776",2776,171,212
"2777",2777,9,117
"2778",2778,40,640
"2779",2779,710,735
"2780",2780,340,826
"2781",2781,441,457
"2782",2782,111,108
"2783",2783,615,5
"2784",2784,71,156
"2785",2785,334,284
"2786",2786,373,535
"2787",2787,996,189
"2788",2788,526,148
"2789",2789,342,49
"2790",2790,304,941
"2791",2791,192,113
"2792",2792,539,302
"2793",2793,390,612
"2794",2794,524,718
"2795",2795,821,603
"2796",2796,94,421
"2797",2797,842,45
"2798",2798,294,391
"2799",2799,669,993
"2800",2800,251,94
"2801",2801,122,843
"2802",2802,990,601
"2803",2803,52,897
"2804",2804,193,922
"2805",2805,104,79
"2806",2806,800,862
"2807",2807,935,587
"2808",2808,292,599
"2809",2809,973,13
"2810",2810,297,493
"2811",2811,497,140
"2812",2812,621,824
"2813",2813,529,625
"2814",2814,893,484
"2815",2815,198,944
"2816",2816,980,858
"2817",2817,618,521
"2818",2818,350,182
"2819",2819,694,948
"2820",2820,832,305
"2821",2821,351,191
"2822",2822,136,609
"2823",2823,769,415
"2824",2824,465,958
"2825",2825,162,149
"2826",2826,515,552
"2827",2827,20,175
"2828",2828,328,237
"2829",2829,908,92
"2830",2830,219,431
"2831",2831,425,164
"2832",2832,829,561
"2833",2833,478,684
"2834",2834,73,582
"2835",2835,834,56
"2836",2836,72,336
"2837",2837,649,866
"2838",2838,268,583
"2839",2839,206,88
"2840",2840,972,251
"2841",2841,644,853
"2842",2842,551,889
"2843",2843,46,797
"2844",2844,903,342
"2845",2845,656,497
"2846",2846,474,653
"2847",2847,565,356
"2848",2848,858,913
"2849",2849,25,322
"2850",2850,120,443
"2851",2851,279,468
"2852",2852,552,239
"2853",2853,290,14
"2854",2854,30,926
"2855",2855,345,338
"2856",2856,205,274
"2857",2857,19,120
"2858",2858,920,110
"2859",2859,177,559
"2860",2860,353,795
"2861",2861,651,895
"2862",2862,561,839
"2863",2863,678,804
"2864",2864,620,264
"2865",2865,395,655
"2866",2866,29,615
"2867",2867,629,473
"2868",2868,583,717
"2869",2869,809,347
"2870",2870,92,228
"2871",2871,925,141
"2872",2872,608,543
"2873",2873,324,27
"2874",2874,937,40
"2875",2875,65,403
"2876",2876,505,227
"2877",2877,924,138
"2878",2878,850,248
"2879",2879,778,518
"2880",2880,732,906
"2881",2881,571,879
"2882",2882,460,994
"2883",2883,661,185
"2884",2884,273,210
"2885",2885,958,962
"2886",2886,348,600
"2887",2887,810,704
"2888",2888,183,844
"2889",2889,1000,78
"2890",2890,313,729
"2891",2891,770,220
"2892",2892,598,51
"2893",2893,839,135
"2894",2894,434,417
"2895",2895,281,594
"2896",2896,31,114
"2897",2897,636,479
"2898",2898,369,151
"2899",2899,541,139
"2900",2900,690,954
"2901",2901,458,186
"2902",2902,876,687
"2903",2903,749,329
"2904",2904,142,437
"2905",2905,263,405
"2906",2906,260,368
"2907",2907,643,335
"2908",2908,601,311
"2909",2909,557,39
"2910",2910,249,293
"2911",2911,994,30
"2912",2912,127,983
"2913",2913,802,900
"2914",2914,806,654
"2915",2915,803,74
"2916",2916,554,981
"2917",2917,514,234
"2918",2918,871,651
"2919",2919,998,177
"2920",2920,216,915
"2921",2921,797,46
"2922",2922,178,243
"2923",2923,860,740
"2924",2924,816,354
"2925",2925,278,266
"2926",2926,569,711
"2927",2927,317,432
"2928",2928,767,672
"2929",2929,41,539
"2930",2930,378,592
"2931",2931,859,401
"2932",2932,611,971
"2933",2933,310,60
"2934",2934,879,440
"2935",2935,267,105
"2936",2936,974,713
"2937",2937,349,323
"2938",2938,863,890
"2939",2939,889,252
"2940",2940,870,133
"2941",2941,638,320
"2942",2942,926,586
"2943",2943,812,828
"2944",2944,707,884
"2945",2945,623,487
"2946",2946,899,180
"2947",2947,289,774
"2948",2948,873,36
"2949",2949,868,699
"2950",2950,397,568
"2951",2951,971,517
"2952",2952,521,887
"2953",2953,558,896
"2954",2954,667,863
"2955",2955,102,744
"2956",2956,406,26
"2957",2957,114,851
"2958",2958,590,341
"2959",2959,152,318
"2960",2960,1,771
"2961",2961,999,11
"2962",2962,403,598
"2963",2963,16,410
"2964",2964,298,847
"2965",2965,534,146
"2966",2966,330,482
"2967",2967,525,607
"2968",2968,609,316
"2969",2969,955,382
"2970",2970,404,418
"2971",2971,452,327
"2972",2972,285,337
"2973",2973,22,475
"2974",2974,336,348
"2975",2975,532,845
"2976",2976,167,632
"2977",2977,540,75
"2978",2978,607,725
"2979",2979,854,996
"2980",2980,24,903
"2981",2981,918,838
"2982",2982,544,453
"2983",2983,585,761
"2984",2984,928,155
"2985",2985,938,260
"2986",2986,33,808
"2987",2987,635,807
"2988",2988,169,21
"2989",2989,417,950
"2990",2990,126,242
"2991",2991,772,279
"2992",2992,156,669
"2993",2993,533,129
"2994",2994,791,649
"2995",2995,989,34
"2996",2996,215,912
"2997",2997,447,643
"2998",2998,443,510
"2999",2999,12,73
"3000",3000,884,396
"3001",3001,758,540
"3002",3002,274,269
"3003",3003,18,221
"3004",3004,69,315
"3005",3005,259,831
"3006",3006,763,793
"3007",3007,199,235
"3008",3008,933,420
"3009",3009,841,413
"3010",3010,368,585
"3011",3011,721,815
"3012",3012,814,708
"3013",3013,784,82
"3014",3014,17,512
"3015",3015,626,96
"3016",3016,594,836
"3017",3017,176,716
"3018",3018,154,240
"3019",3019,64,86
"3020",3020,941,435
"3021",3021,211,662
"3022",3022,371,159
"3023",3023,553,970
"3024",3024,495,427
"3025",3025,2,928
"3026",3026,535,644
"3027",3027,383,783
"3028",3028,66,387
"3029",3029,852,489
"3030",3030,951,72
"3031",3031,502,894
"3032",3032,774,908
"3033",3033,426,767
"3034",3034,720,597
"3035",3035,98,564
"3036",3036,256,288
"3037",3037,455,778
"3038",3038,886,682
"3039",3039,625,263
"3040",3040,184,407
"3041",3041,768,254
"3042",3042,3,973
"3043",3043,509,705
"3044",3044,709,37
"3045",3045,182,832
"3046",3046,393,823
"3047",3047,718,624
"3048",3048,208,763
"3049",3049,53,406
"3050",3050,418,244
"3051",3051,562,231
"3052",3052,733,125
"3053",3053,467,977
"3054",3054,799,499
"3055",3055,141,546
"3056",3056,679,16
"3057",3057,442,919
"3058",3058,255,762
"3059",3059,508,787
"3060",3060,332,126
"3061",3061,128,59
"3062",3062,915,213
"3063",3063,588,965
"3064",3064,372,83
"3065",3065,940,31
"3066",3066,817,7
"3067",3067,132,481
"3068",3068,422,746
"3069",3069,153,325
"3070",3070,89,764
"3071",3071,312,438
"3072",3072,84,179
"3073",3073,115,344
"3074",3074,560,936
"3075",3075,788,623
"3076",3076,158,331
"3077",3077,897,317
"3078",3078,376,533
"3079",3079,419,891
"3080",3080,187,701
"3081",3081,420,613
"3082",3082,665,769
"3083",3083,983,124
"3084",3084,305,800
"3085",3085,23,238
"3086",3086,531,511
"3087",3087,922,20
"3088",3088,688,458
"3089",3089,155,864
"3090",3090,461,364
"3091",3091,125,628
"3092",3092,75,97
"3093",3093,61,52
"3094",3094,602,531
"3095",3095,513,544
"3096",3096,843,737
"3097",3097,885,301
"3098",3098,687,754
"3099",3099,240,924
"3100",3100,117,604
"3101",3101,295,676
"3102",3102,476,90
"3103",3103,792,349
"3104",3104,499,28
"3105",3105,261,328
"3106",3106,722,658
"3107",3107,703,902
"3108",3108,600,976
"3109",3109,943,785
"3110",3110,848,664
"3111",3111,752,309
"3112",3112,481,273
"3113",3113,325,802
"3114",3114,575,636
"3115",3115,225,41
"3116",3116,485,931
"3117",3117,640,294
"3118",3118,997,369
"3119",3119,548,854
"3120",3120,151,506
"3121",3121,864,480
"3122",3122,691,910
"3123",3123,293,136
"3124",3124,108,454
"3125",3125,617,942
"3126",3126,898,312
"3127",3127,241,681
"3128",3128,264,346
"3129",3129,861,170
"3130",3130,307,773
"3131",3131,872,527
"3132",3132,119,953
"3133",3133,662,841
"3134",3134,385,519
"3135",3135,912,100
"3136",3136,738,455
"3137",3137,824,547
"3138",3138,728,357
"3139",3139,62,986
"3140",3140,110,428
"3141",3141,500,55
"3142",3142,779,907
"3143",3143,436,376
"3144",3144,231,550
"3145",3145,523,494
"3146",3146,787,732
"3147",3147,755,109
"3148",3148,363,756
"3149",3149,978,629
"3150",3150,473,745
"3151",3151,38,995
"3152",3152,985,152
"3153",3153,414,157
"3154",3154,895,394
"3155",3155,639,275
"3156",3156,396,872
"3157",3157,550,984
"3158",3158,634,486
"3159",3159,503,961
"3160",3160,742,921
"3161",3161,674,691
"3162",3162,186,253
"3163",3163,963,646
"3164",3164,45,334
"3165",3165,681,193
"3166",3166,913,880
"3167",3167,492,383
"3168",3168,711,464
"3169",3169,684,817
"3170",3170,180,987
"3171",3171,907,80
"3172",3172,504,388
"3173",3173,866,385
"3174",3174,402,529
"3175",3175,759,577
"3176",3176,43,538
"3177",3177,630,572
"3178",3178,391,810
"3179",3179,355,892
"3180",3180,642,904
"3181",3181,8,576
"3182",3182,220,374
"3183",3183,327,827
"3184",3184,914,359
"3185",3185,479,201
"3186",3186,566,358
"3187",3187,424,526
"3188",3188,352,964
"3189",3189,421,675
"3190",3190,437,67
"3191",3191,491,861
"3192",3192,522,232
"3193",3193,605,537
"3194",3194,706,835
"3195",3195,70,491
"3196",3196,401,723
"3197",3197,356,514
"3198",3198,845,434
"3199",3199,807,860
"3200",3200,195,229
"3201",3201,228,709
"3202",3202,321,918
"3203",3203,480,422
"3204",3204,819,106
"3205",3205,449,389
"3206",3206,969,685
"3207",3207,320,840
"3208",3208,704,204
"3209",3209,927,939
"3210",3210,77,465
"3211",3211,657,515
"3212",3212,150,262
"3213",3213,82,935
"3214",3214,78,573
"3215",3215,931,803
"3216",3216,358,352
"3217",3217,892,123
"3218",3218,163,102
"3219",3219,148,700
"3220",3220,995,367
"3221",3221,948,425
"3222",3222,218,679
"3223",3223,54,165
"3224",3224,632,196
"3225",3225,301,202
"3226",3226,831,680
"3227",3227,880,758
"3228",3228,650,430
"3229",3229,701,292
"3230",3230,719,461
"3231",3231,977,811
"3232",3232,181,960
"3233",3233,982,611
"3234",3234,838,326
"3235",3235,909,495
"3236",3236,322,433
"3237",3237,689,131
"3238",3238,106,450
"3239",3239,300,303
"3240",3240,592,483
"3241",3241,953,525
"3242",3242,246,2
"3243",3243,131,736
"3244",3244,335,760
"3245",3245,671,989
"3246",3246,823,885
"3247",3247,121,988
"3248",3248,244,299
"3249",3249,57,160
"3250",3250,232,966
"3251",3251,85,249
"3252",3252,175,168
"3253",3253,603,869
"3254",3254,58,584
"3255",3255,653,733
"3256",3256,410,707
"3257",3257,333,289
"3258",3258,695,447
"3259",3259,660,69
"3260",3260,93,759
"3261",3261,337,562
"3262",3262,236,250
"3263",3263,856,226
"3264",3264,986,634
"3265",3265,952,25
"3266",3266,238,837
"3267",3267,433,728
"3268",3268,947,630
"3269",3269,564,91
"3270",3270,412,93
"3271",3271,527,411
"3272",3272,435,812
"3273",3273,170,223
"3274",3274,757,377
"3275",3275,97,290
"3276",3276,49,439
"3277",3277,490,943
"3278",3278,462,332
"3279",3279,223,620
"3280",3280,405,703
"3281",3281,456,882
"3282",3282,415,449
"3283",3283,519,719
"3284",3284,793,660
"3285",3285,362,667
"3286",3286,675,265
"3287",3287,984,384
"3288",3288,200,99
"3289",3289,113,98
"3290",3290,213,233
"3291",3291,63,154
"3292",3292,212,969
"3293",3293,835,834
"3294",3294,501,563
"3295",3295,867,566
"3296",3296,303,673
"3297",3297,939,657
"3298",3298,444,724
"3299",3299,798,188
"3300",3300,837,44
"3301",3301,284,916
"3302",3302,731,504
"3303",3303,506,209
"3304",3304,409,448
"3305",3305,724,470
"3306",3306,139,788
"3307",3307,470,57
"3308",3308,489,786
"3309",3309,965,63
"3310",3310,429,794
"3311",3311,739,142
"3312",3312,727,43
"3313",3313,836,945
"3314",3314,957,321
"3315",3315,659,698
"3316",3316,568,314
"3317",3317,698,42
"3318",3318,736,545
"3319",3319,782,351
"3320",3320,185,534
"3321",3321,547,310
"3322",3322,637,777
"3323",3323,464,779
"3324",3324,357,203
"3325",3325,596,842
"3326",3326,685,398
"3327",3327,668,32
"3328",3328,399,24
"3329",3329,99,963
"3330",3330,83,750
"3331",3331,567,656
"3332",3332,555,677
"3333",3333,95,463
"3334",3334,207,816
"3335",3335,286,792
"3336",3336,822,870
"3337",3337,878,589
"3338",3338,35,429
"3339",3339,773,602
"3340",3340,844,706
"3341",3341,51,694
"3342",3342,230,956
"3343",3343,723,10
"3344",3344,272,693
"3345",3345,862,295
"3346",3346,954,688
"3347",3347,593,412
"3348",3348,737,689
"3349",3349,765,370
"3350",3350,451,642
"3351",3351,413,462
"3352",3352,329,256
"3353",3353,400,366
"3354",3354,790,270
"3355",3355,493,246
"3356",3356,453,380
"3357",3357,118,378
"3358",3358,827,957
"3359",3359,242,730
"3360",3360,855,330
"3361",3361,366,548
"3362",3362,315,975
"3363",3363,486,947
"3364",3364,556,174
"3365",3365,432,353
"3366",3366,682,849
"3367",3367,275,267
"3368",3368,79,296
"3369",3369,875,501
"3370",3370,744,4
"3371",3371,381,496
"3372",3372,146,821
"3373",3373,498,77
"3374",3374,234,281
"3375",3375,262,190
"3376",3376,354,245
"3377",3377,196,873
"3378",3378,283,791
"3379",3379,222,12
"3380",3380,760,62
"3381",3381,777,172
"3382",3382,563,781
"3383",3383,761,929
"3384",3384,511,829
"3385",3385,991,549
"3386",3386,80,622
"3387",3387,578,492
"3388",3388,450,53
"3389",3389,726,291
"3390",3390,346,554
"3391",3391,869,397
"3392",3392,865,363
"3393",3393,949,856
"3394",3394,445,637
"3395",3395,482,161
"3396",3396,189,749
"3397",3397,384,466
"3398",3398,693,731
"3399",3399,253,61
"3400",3400,254,898
"3401",3401,655,524
"3402",3402,645,616
"3403",3403,833,222
"3404",3404,477,211
"3405",3405,796,282
"3406",3406,961,886
"3407",3407,894,631
"3408",3408,932,683
"3409",3409,672,509
"3410",3410,323,474
"3411",3411,209,695
"3412",3412,129,392
"3413",3413,4,581
"3414",3414,269,95
"3415",3415,496,528
"3416",3416,888,555
"3417",3417,992,198
"3418",3418,512,307
"3419",3419,76,932
"3420",3420,612,287
"3421",3421,440,89
"3422",3422,370,224
"3423",3423,47,557
"3424",3424,359,6
"3425",3425,247,911
"3426",3426,408,54
"3427",3427,570,402
"3428",3428,705,901
"3429",3429,343,184
"3430",3430,906,50
"3431",3431,55,850
"3432",3432,586,143
"3433",3433,124,451
"3434",3434,341,469
"3435",3435,616,742
"3436",3436,90,278
"3437",3437,427,697
"3438",3438,344,848
"3439",3439,735,567
"3440",3440,576,33
"3441",3441,613,137
"3442",3442,713,130
"3443",3443,692,247
"3444",3444,712,633
"3445",3445,407,313
"3446",3446,28,934
"3447",3447,966,556
"3448",3448,606,472
"3449",3449,245,277
"3450",3450,599,187
"3451",3451,237,714
"3452",3452,159,605
"3453",3453,546,255
"3454",3454,851,144
"3455",3455,299,272
"3456",3456,364,306
"3457",3457,123,933
"3458",3458,143,923
"3459",3459,849,390
"3460",3460,751,627
"3461",3461,331,516
"3462",3462,88,452
"3463",3463,542,488
"3464",3464,988,818
"3465",3465,970,645
"3466",3466,165,467
"3467",3467,559,122
"3468",3468,463,393
"3469",3469,734,635
"3470",3470,138,176
"3471",3471,5,206
"3472",3472,48,162
"3473",3473,488,661
"3474",3474,936,914
"3475",3475,910,485
"3476",3476,107,748
"3477",3477,214,215
"3478",3478,708,158
"3479",3479,795,345
"3480",3480,438,542
"3481",3481,670,508
"3482",3482,830,780
"3483",3483,392,999
"3484",3484,257,822
"3485",3485,846,782
"3486",3486,172,980
"3487",3487,347,614
"3488",3488,270,670
"3489",3489,801,722
"3490",3490,780,720
"3491",3491,857,500
"3492",3492,589,128
"3493",3493,916,666
"3494",3494,890,671
"3495",3495,976,946
"3496",3496,11,596
"3497",3497,86,878
"3498",3498,580,955
"3499",3499,631,551
"3500",3500,883,859
"3501",3501,591,145
"3502",3502,103,71
"3503",3503,754,171
"3504",3504,917,868
"3505",3505,87,757
"3506",3506,545,523
"3507",3507,528,119
"3508",3508,174,442
"3509",3509,388,888
"3510",3510,74,360
"3511",3511,696,991
"3512",3512,105,47
"3513",3513,815,121
"3514",3514,338,674
"3515",3515,648,386
"3516",3516,280,560
"3517",3517,647,132
"3518",3518,622,798
"3519",3519,813,825
"3520",3520,828,343
"3521",3521,968,423
"3522",3522,130,686
"3523",3523,750,893
"3524",3524,664,205
"3525",3525,430,726
"3526",3526,472,985
"3527",3527,37,814
"3528",3528,902,195
"3529",3529,929,997
"3530",3530,619,76
"3531",3531,302,107
"3532",3532,68,532
"3533",3533,202,752
"3534",3534,716,930
"3535",3535,287,268
"3536",3536,100,271
"3537",3537,975,865
"3538",3538,577,87
"3539",3539,56,712
"3540",3540,756,905
"3541",3541,375,770
"3542",3542,680,214
"3543",3543,882,362
"3544",3544,36,505
"3545",3545,543,236
"3546",3546,13,967
"3547",3547,646,381
"3548",3548,96,830
"3549",3549,428,739
"3550",3550,67,877
"3551",3551,887,663
"3552",3552,786,665
"3553",3553,227,15
"3554",3554,891,659
"3555",3555,318,426
"3556",3556,39,937
"3557",3557,510,23
"3558",3558,921,925
"3559",3559,112,610
"3560",3560,466,58
"3561",3561,316,460
"3562",3562,59,569
"3563",3563,956,441
"3564",3564,179,173
"3565",3565,361,416
"3566",3566,377,225
"3567",3567,775,502
"3568",3568,26,276
"3569",3569,730,920
"3570",3570,191,972
"3571",3571,137,650
"3572",3572,981,471
"3573",3573,911,765
"3574",3574,134,18
"3575",3575,271,199
"3576",3576,633,813
"3577",3577,204,414
"3578",3578,950,65
"3579",3579,431,163
"3580",3580,826,883
"3581",3581,764,927
"3582",3582,32,104
"3583",3583,468,19
"3584",3584,628,375
"3585",3585,250,115
"3586",3586,423,846
"3587",3587,538,692
"3588",3588,197,952
"3589",3589,766,951
"3590",3590,725,169
"3591",3591,235,852
"3592",3592,663,741
"3593",3593,160,593
"3594",3594,309,579
"3595",3595,149,507
"3596",3596,116,805
"3597",3597,457,857
"3598",3598,785,558
"3599",3599,229,9
"3600",3600,745,639
"3601",3601,847,855
"3602",3602,173,319
"3603",3603,930,875
"3604",3604,446,820
"3605",3605,573,304
"3606",3606,494,194
"3607",3607,987,153
"3608",3608,44,111
"3609",3609,840,127
"3610",3610,610,619
"3611",3611,411,833
"3612",3612,282,258
"3613",3613,624,490
"3614",3614,91,668
"3615",3615,188,881
"3616",3616,853,68
"3617",3617,581,648
"3618",3618,783,261
"3619",3619,748,990
"3620",3620,394,940
"3621",3621,614,513
"3622",3622,21,218
"3623",3623,34,867
"3624",3624,252,150
"3625",3625,741,541
"3626",3626,874,424
"3627",3627,776,710
"3628",3628,439,992
"3629",3629,627,181
"3630",3630,379,399
"3631",3631,308,419
"3632",3632,901,715
"3633",3633,762,998
"3634",3634,697,690
"3635",3635,804,361
"3636",3636,934,638
"3637",3637,549,591
"3638",3638,967,727
"3639",3639,248,747
"3640",3640,654,66
"3641",3641,805,167
"3642",3642,516,503
"3643",3643,389,134
"3644",3644,387,580
"3645",3645,595,38
"3646",3646,683,696
"3647",3647,979,641
"3648",3648,296,553
"3649",3649,201,652
"3650",3650,658,626
"3651",3651,291,968
"3652",3652,101,647
"3653",3653,380,1000
"3654",3654,825,259
"3655",3655,896,766
"3656",3656,584,608
"3657",3657,471,476
"3658",3658,676,738
"3659",3659,239,436
"3660",3660,224,340
"3661",3661,945,118
"3662",3662,959,772
"3663",3663,365,445
"3664",3664,794,790
"3665",3665,203,350
"3666",3666,140,308
"3667",3667,753,917
"3668",3668,789,768
"3669",3669,475,300
"3670",3670,747,459
"3671",3671,652,775
"3672",3672,42,283
"3673",3673,6,280
"3674",3674,382,200
"3675",3675,729,84
"3676",3676,905,959
"3677",3677,166,575
"3678",3678,771,536
"3679",3679,265,446
"3680",3680,673,379
"3681",3681,147,874
"3682",3682,258,285
"3683",3683,311,395
"3684",3684,964,365
"3685",3685,7,978
"3686",3686,881,734
"3687",3687,161,339
"3688",3688,487,819
"3689",3689,483,371
"3690",3690,717,297
"3691",3691,582,147
"3692",3692,339,1
"3693",3693,50,796
"3694",3694,210,183
"3695",3695,604,721
"3696",3696,306,590
"3697",3697,221,784
"3698",3698,587,324
"3699",3699,266,806
"3700",3700,520,444
"3701",3701,820,974
"3702",3702,145,530
"3703",3703,314,101
"3704",3704,109,70
"3705",3705,190,408
"3706",3706,946,81
"3707",3707,319,333
"3708",3708,288,8
"3709",3709,233,17
"3710",3710,686,899
"3711",3711,469,595
"3712",3712,164,743
"3713",3713,944,801
"3714",3714,715,404
"3715",3715,536,372
"3716",3716,517,520
"3717",3717,374,217
"3718",3718,194,477
"3719",3719,699,400
"3720",3720,597,702
"3721",3721,808,116
"3722",3722,10,207
"3723",3723,572,35
"3724",3724,962,606
"3725",3725,900,216
"3726",3726,14,241
"3727",3727,507,3
"3728",3728,217,192
"3729",3729,416,578
"3730",3730,226,498
"3731",3731,537,776
"3732",3732,398,522
"3733",3733,135,938
"3734",3734,454,799
"3735",3735,157,751
"3736",3736,818,22
"3737",3737,700,48
"3738",3738,942,753
"3739",3739,923,85
"3740",3740,243,617
"3741",3741,740,178
"3742",3742,530,876
"3743",3743,367,574
"3744",3744,386,621
"3745",3745,743,166
"3746",3746,960,909
"3747",3747,144,112
"3748",3748,484,103
"3749",3749,877,219
"3750",3750,518,949
"3751",3751,781,789
"3752",3752,641,298
"3753",3753,459,478
"3754",3754,811,979
"3755",3755,702,208
"3756",3756,993,565
"3757",3757,27,982
"3758",3758,133,456
"3759",3759,579,618
"3760",3760,276,409
"3761",3761,168,809
"3762",3762,666,588
"3763",3763,904,678
"3764",3764,714,257
"3765",3765,277,29
"3766",3766,360,373
"3767",3767,15,355
"3768",3768,574,230
"3769",3769,81,197
"3770",3770,677,64
"3771",3771,60,571
"3772",3772,326,570
"3773",3773,448,755
"3774",3774,746,871
"3775",3775,919,286
"3776",3776,171,212
"3777",3777,9,117
"3778",3778,40,640
"3779",3779,710,735
"3780",3780,340,826
"3781",3781,441,457
"3782",3782,111,108
"3783",3783,615,5
"3784",3784,71,156
"3785",3785,334,284
"3786",3786,373,535
"3787",3787,996,189
"3788",3788,526,148
"3789",3789,342,49
"3790",3790,304,941
"3791",3791,192,113
"3792",3792,539,302
"3793",3793,390,612
"3794",3794,524,718
"3795",3795,821,603
"3796",3796,94,421
"3797",3797,842,45
"3798",3798,294,391
"3799",3799,669,993
"3800",3800,251,94
"3801",3801,122,843
"3802",3802,990,601
"3803",3803,52,897
"3804",3804,193,922
"3805",3805,104,79
"3806",3806,800,862
"3807",3807,935,587
"3808",3808,292,599
"3809",3809,973,13
"3810",3810,297,493
"3811",3811,497,140
"3812",3812,621,824
"3813",3813,529,625
"3814",3814,893,484
"3815",3815,198,944
"3816",3816,980,858
"3817",3817,618,521
"3818",3818,350,182
"3819",3819,694,948
"3820",3820,832,305
"3821",3821,351,191
"3822",3822,136,609
"3823",3823,769,415
"3824",3824,465,958
"3825",3825,162,149
"3826",3826,515,552
"3827",3827,20,175
"3828",3828,328,237
"3829",3829,908,92
"3830",3830,219,431
"3831",3831,425,164
"3832",3832,829,561
"3833",3833,478,684
"3834",3834,73,582
"3835",3835,834,56
"3836",3836,72,336
"3837",3837,649,866
"3838",3838,268,583
"3839",3839,206,88
"3840",3840,972,251
"3841",3841,644,853
"3842",3842,551,889
"3843",3843,46,797
"3844",3844,903,342
"3845",3845,656,497
"3846",3846,474,653
"3847",3847,565,356
"3848",3848,858,913
"3849",3849,25,322
"3850",3850,120,443
"3851",3851,279,468
"3852",3852,552,239
"3853",3853,290,14
"3854",3854,30,926
"3855",3855,345,338
"3856",3856,205,274
"3857",3857,19,120
"3858",3858,920,110
"3859",3859,177,559
"3860",3860,353,795
"3861",3861,651,895
"3862",3862,561,839
"3863",3863,678,804
"3864",3864,620,264
"3865",3865,395,655
"3866",3866,29,615
"3867",3867,629,473
"3868",3868,583,717
"3869",3869,809,347
"3870",3870,92,228
"3871",3871,925,141
"3872",3872,608,543
"3873",3873,324,27
"3874",3874,937,40
"3875",3875,65,403
